Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entitty_2_type,labels
"in a 37-year-old woman with documented  @CHEMICAL$--induced fibrous  @DISEASE$. of triceps and deltoid muscles bilaterally and a three-week history of right wrist drop, electrodiagnostic examination showed a severe but partial lesion of the right radial nerve distal to the branches to the triceps, in addition to the fibrous  @DISEASE$..",pentazocine,D010423,Chemical,myopathy,D009135,Disease,1
"protection against  @CHEMICAL$--induced  @DISEASE$  toward striatal dopamine neurons in rodents by ly274614, an excitatory amino acid antagonist.",amphetamine,D000661,Chemical,neurotoxicity,D020258,Disease,1
hypotension following the initiation of  @CHEMICAL$  in a patient treated with an angiotensin converting enzyme inhibitor for chronic hypertension.,tizanidine,C023754,Chemical,hypotension,D007022,Disease,1
physicians prescribing  @CHEMICAL$  should monitor for  @DISEASE$  and advise patients about the high likelihood of initial drowsiness.,clonidine,D003000,Chemical,bradycardia,D001919,Disease,1
"in  @CHEMICAL$--induced  @DISEASE$,, inducible no synthase participates in pronociceptive activity of bradykinin, whereas in vincristine-induced  @DISEASE$, bradykinin seemed to activate neuronal no synthase pathway.",streptozotocin,D013311,Chemical,hyperalgesia,D006930,Disease,1
"results: switches to hypomania or mania occurred in 27% of all patients (n = 12) (and in 24% of the subgroup of patients treated with  @CHEMICAL$  [8/33]); 16% (n = 7) experienced  @DISEASE$  episodes, and 11% (n = 5) experienced hypo @DISEASE$  episodes.",ssris,D017367,Chemical,manic,D001714,Disease,1
antituberculosis therapy (att)-associated  @DISEASE$  (att-alf) is the commonest drug-induced alf in south asia.,antituberculosis,D000995,Chemical,acute liver failure,D017114,Disease,1
whether pentoxifylline inhibits  @CHEMICAL$--induced coronary  @DISEASE$  like other methylxanthines such as theophylline and should be stopped prior to  @CHEMICAL$--thallium-201 imaging is unknown.,dipyridamole,D004176,Chemical,hyperemia,D006940,Disease,1
hyperkalemia has recently been recognized as a complication of nonsteroidal antiinflammatory agents (nsaid) such as  @CHEMICAL$..,indomethacin,D007213,Chemical,hyperkalemia,D006947,Disease,1
5) for those with a mutation conclusions: the risk of  @DISEASE$  was increased among women who used second-generation  @CHEMICAL$..,oral contraceptives,D003276,Chemical,myocardial infarction,D009203,Disease,1
serum- and glucocorticoid-inducible kinase 1 in  @CHEMICAL$--induced  @DISEASE$..,doxorubicin,D004317,Chemical,nephrotic syndrome,D009404,Disease,1
"the incidence of preneoplastic nodules and of hepatocellular carcinomas was 10% and 37%, respectively, in rats fed the plain  @CHEMICAL$--devoid diet, and 17% and 30%, in rats fed the phenobarbital-containing  @CHEMICAL$--devoid diet.",choline,D002794,Chemical,hepatocellular carcinoma,D006528,Disease,1
"we investigated the diagnostic value of ctni and ctnt for the diagnosis of myocardial damage in a rat model of (@CHEMICAL$)orubicin ((@CHEMICAL$))-induced  @DISEASE$,, and we examined the relationship between serial ctni and ctnt with the development of cardiac disorders monitored by echocardiography and histological examinations in this model.",dox,D004317,Chemical,cardiomyopathy,D009202,Disease,1
"in 8 patients the diagnosis of  @DISEASE$  was uncertain, 5 of them had taken appetite suppressants.",appetite suppressant,D001067,Chemical,primary pulmonary hypertension,D006976,Disease,1
"nitroprusside caused significant  @DISEASE$  and systemic vascular resistance and increases in heart rate, but did not change cardiac output or qs/qt.",nitroprusside,D009599,Chemical,decreases in arterial blood pressure,D007022,Disease,1
0 ml/kg of corn oil containing  @CHEMICAL$  and cholesterol to induce  @DISEASE$..,vitamin d2,D004872,Chemical,atherosclerosis,D050197,Disease,1
the morphine-induced  @DISEASE$  was potentiated by  @CHEMICAL$  and attenuated by physostigmine.,scopolamine,D012601,Chemical,hyperactivity,D006948,Disease,1
these results suggest that  @DISEASE$  after chronic intrarenal  @CHEMICAL$  infusion is produced by relatively higher levels of circulating  @CHEMICAL$  and by triggering of an additional intrarenal pressor mechanism.,noradrenaline,D009638,Chemical,hypertension,D006973,Disease,1
"rare serious complications may occur in some patients, including haemorrhagic pancreatitis, bone marrow suppression,  @CHEMICAL$--induced  @DISEASE$  and  @CHEMICAL$--induced encephalopathy.",vpa,D014635,Chemical,hepatotoxicity,D056486,Disease,1
"furthermore, transient  @DISEASE$  was noted approximately 60 minutes postinjection of  @CHEMICAL$  (3.",wr242511,C068820,Chemical,hemoglobinuria,D006456,Disease,1
"three patients who had experienced neuroleptic-induced  @DISEASE$  in the past reported that the symptoms of  @CHEMICAL$--induced  @DISEASE$  were identical, although somewhat milder.",fluoxetine,D005473,Chemical,akathisia,D017109,Disease,1
these findings indicate the synergistic protective effect of green tea and vitamin e during  @CHEMICAL$  induced  @DISEASE$  in rats.,iso,D007545,Chemical,myocardial infarction,D009203,Disease,1
"the appearance of nephrotic syndromes such as  @DISEASE$,, hypoalbuminemia, hypercholesterolemia and increase in blood nitrogen urea, induced in rats by injection of  @CHEMICAL$  was markedly inhibited by oral administration of dup 753 (losartan), a novel angiotensin ii receptor antagonist, at a dose of 1 or 2 mg/kg per day.",puromycin aminonucleoside,D011692,Chemical,proteinuria,D011507,Disease,1
" @DISEASE$  activity due to ptz and picrotoxin (ptx) was significantly decreased; however,  @DISEASE$  activity due to 3-mercaptopropionic acid (mpa), bicuculline (bcc), methyl 6,7-dimethoxy-4-ethyl-b-carboline-3-carboxylate (dmcm), or  @CHEMICAL$  (str) was not different from control.",strychnine,D013331,Chemical,seizure,D012640,Disease,1
we used rat models of  @DISEASE$  by  @CHEMICAL$  (ee) treatment and extrahepatic cholestasis by bile duct ligation (bdl) to precisely determine the site of tj damage.,ethinyl estradiol,D004997,Chemical,intrahepatic cholestasis,D002780,Disease,1
"severe rhabdomyolysis and  @DISEASE$  secondary to concomitant use of simvastatin, amiodarone, and atazanavir.",simvastatin,D019821,Chemical,acute renal failure,D058186,Disease,1
fk506-associated  @DISEASE$  is probably rare but physicians must be aware of this severe complication.,fk506,D016559,Chemical,maha,D000743,Disease,1
suppression of ircrf secretion in response to  @CHEMICAL$--induced  @DISEASE$  is observed and occurs at a plasma corticosterone level between 8-12 micrograms/dl.,nitroprusside,D009599,Chemical,hypotension,D007022,Disease,1
studies in dba/2j mice showed that: 1) pretreatment with acetaminophen (100 mg/kg) increased the interval between the administration of  @CHEMICAL$  (300 to 450 mg/kg ip) and the onset of fatal convulsions by a factor of about two; and 2) pretreatment with acetaminophen (75 mg/kg) reduced the incidence of audiogenic  @DISEASE$  produced in the presence of  @CHEMICAL$  (12.,caffeine,D002110,Chemical,seizures,D012640,Disease,1
"however, a bolus of  @CHEMICAL$  injected through an alternative catheter provoked a  @DISEASE$  crisis.",epinephrine,D004837,Chemical,hypertensive,D006973,Disease,1
liver enlargement and  @DISEASE$  occurred in wistar rats following the subcutaneous administration of  @CHEMICAL$..,prednisolone,D011239,Chemical,muscle wastage,D009133,Disease,1
objective: to report a case of  @CHEMICAL$   @DISEASE$..,venlafaxine,C047426,Chemical,overdose,D062787,Disease,1
acute  @CHEMICAL$--induced seizures: differential sensitivity of six inbred mouse strains.,cocaine,D003042,Chemical,seizure,D012640,Disease,1
"methods: using the french pharmacovigilance database, we selected the cases of  @DISEASE$  reported since 1985 with  @CHEMICAL$..",valproic acid,D014635,Chemical,confusion,D003221,Disease,1
the purpose of the present study was to determine if prenatal  @CHEMICAL$  programmed a progressive increase in blood pressure and  @DISEASE$  in rats.,dexamethasone,D003907,Chemical,renal injury,D007674,Disease,1
routine ekg monitoring during infusional  @CHEMICAL$  did not predict  @DISEASE$  development.,cyclophosphamide,D003520,Chemical,chf,D006333,Disease,1
"fibrous  @DISEASE$  is a common, well-known side effect of repeated  @CHEMICAL$  injection.",pentazocine,D010423,Chemical,myopathy,D009135,Disease,1
"thus, ae rbcs appear to have an increased sensitivity to oxidant stress both in vitro and in vivo, since  @CHEMICAL$  does not cause  @DISEASE$  at this dose in hematologically normal individuals.",dapsone,D003622,Chemical,hemolytic anemia,D000743,Disease,1
this demonstrates the participation of the renin--angiotensin system in antagonizing the combined  @DISEASE$  effects of  @CHEMICAL$  and snp.,halothane,D006221,Chemical,hypotensive,D007022,Disease,1
"interestingly, all the drugs, such as, aap, ami and  @CHEMICAL$  induced apoptotic death in addition to  @DISEASE$  in the respective organs which was very effectively blocked by gspe.",dox,D004317,Chemical,necrosis,D009336,Disease,1
palpebral twitching in a depressed adolescent on  @CHEMICAL$..,citalopram,D015283,Chemical,palpebral twitching,D004409,Disease,1
"fentanyl did reduce minor intraoperative movement but had no sevoflurane-sparing effect and increased  @DISEASE$,, hypotension and bradycardia.",fentanyl,D005283,Chemical,respiratory depression,D012131,Disease,1
encephalopathy induced by levetiracetam added to  @CHEMICAL$..,valproate,D014635,Chemical,encephalopathy,D001927,Disease,1
"to determine if the addition of a buffering solution to adjust the ph of  @CHEMICAL$  into the physiologic range would reduce  @DISEASE$  during injection, we performed a blinded randomized study in patients undergoing cardiac catheterization.",lidocaine,D008012,Chemical,pain,D010146,Disease,1
"patients treated with  @CHEMICAL$  have an increased risk of development of  @DISEASE$,, and both  @CHEMICAL$  and azathioprine are associated with the development of non-hodgkin's lymphoma.",alkylating agents,D000477,Chemical,acute nonlymphocytic leukemia,D015470,Disease,1
clinical and biochemical monitoring at regular intervals for evidence of  @DISEASE$  is advised during long term treatment with  @CHEMICAL$  to prevent possible serious hepatic injury.,ketoconazole,D007654,Chemical,hepatitis,D056486,Disease,1
"in this latter patient, and in 2 others, the causal relationship between  @CHEMICAL$  and hepatic dysfunction was proved with the recurrence of  @DISEASE$  within 2 weeks of re-exposure to the drug.",methyldopa,D008750,Chemical,hepatitis,D056486,Disease,1
orthostatic hypotension was ameliorated 4 days after withdrawal of  @CHEMICAL$  and totally abolished 7 days after discontinuation of the drug.,selegiline,D012642,Chemical,orthostatic hypotension,D007024,Disease,1
"objectives: given its preclinical success for treating substance abuse and the increased risk of  @DISEASE$  (vfd) associated with cumulative lifetime exposure, we explored the effects of sub-chronic low dose  @CHEMICAL$  on cocaine-induced increases in nucleus accumbens (nacc) dopamine (da).",gvg,D020888,Chemical,visual field defects,D005128,Disease,1
"in conclusion, enac mrna expression, especially alphaenac, is increased in the very early phase of the experimental model of  @CHEMICAL$--induced  @DISEASE$  in rats, but appears to escape from the regulation by aldosterone after day 3.",pan,D011692,Chemical,nephrotic syndrome,D009404,Disease,1
"the pharmacological challenge data suggest that tolerance may occur to  @DISEASE$- activity induced by ptz and  @CHEMICAL$  24 h after gamma-hch, since the response to only these two  @DISEASE$--inducing agents is decreased.",ptx,D010852,Chemical,seizure,D012640,Disease,1
the development of  @DISEASE$  (tma) associated with the use of  @CHEMICAL$  has been well documented.,cyclosporine,D016572,Chemical,thrombotic microangiopathy,D057049,Disease,1
conclusion: our results suggest that high-dose  @CHEMICAL$  therapy may adversely affect  @DISEASE$  in postmenopausal women and indicate that androgen replacement in these women may not be harmless.,testosterone,D013739,Chemical,atherosclerosis,D050197,Disease,1
the enhanced  @CHEMICAL$   @DISEASE$  in ovx rats was paralleled with further reduction in sdrr and a reduced locomotor activity.,alpha-methyldopa,D008750,Chemical,hypotension,D007022,Disease,1
"pituitary tumors were induced in f344 female rats by chronic treatment with diethylstilbestrol (des, 8-10 mg) implanted subcutaneously in silastic capsules.",des,D004054,Chemical,pituitary tumors,D010911,Disease,1
seven cases of  @CHEMICAL$--induced polymorphous  @DISEASE$  are presented.,procainamide,D011342,Chemical,ventricular tachycardia,D017180,Disease,1
"objective: a case of acute  @DISEASE$  associated with the commencement of  @CHEMICAL$  is described, highlighting the onset, course and possible contributing factors.",clozapine,D003024,Chemical,myocarditis,D009205,Disease,1
srl should be used with acei/arb therapy and patients monitored for  @DISEASE$  and increased renal dysfunction.,srl,D020123,Chemical,proteinuria,D011507,Disease,1
"chronic  @CHEMICAL$  nephropathy consisted of rough and foamy tubular vacuolization (5 biopsies), arteriolopathy (angiodegeneration of the arteriolar wall; 20 biopsies),  @DISEASE$  (4 biopsies) and the striped form of interstitial fibrosis (11 biopsies).",fk506,D016559,Chemical,focal segmental glomerulosclerosis,D005923,Disease,1
