Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
"the treatment of  @DISEASE$  mandates an immediate cessation of all  @CHEMICAL$  exposure and the institution of an antithrombotic therapy, most commonly using a direct thrombin inhibitor.",heparin,D006493,Chemical,hit,D013921,Disease,1
dexamethasone- (dex-) induced  @DISEASE$  is associated with enhanced oxidative stress.,dex,D003907,Chemical,hypertension,D006973,Disease,1
significantly more  @DISEASE$  occurred with  @CHEMICAL$  than with risperidone: the increase in weight at 4 months relative to baseline weight was 17.,olanzapine,C076029,Chemical,weight gain,D015430,Disease,1
"milk-alkali syndrome induced by  @CHEMICAL$,,25(oh)2d in a patient with hypoparathyroidism.",1,C031763,Chemical,milk-alkali syndrome,D006934,Disease,1
six stable psychiatric outpatients with  @DISEASE$  and amenorrhea/oligomenorrhea associated with their  @CHEMICAL$  were treated with bromocriptine.,neuroleptic medications,D014150,Chemical,hyperprolactinemia,D006966,Disease,1
"however,  @CHEMICAL$--treated patients had a statistically significant greater mean (+/- sd)  @DISEASE$  than placebo-treated patients (2.",olanzapine,C076029,Chemical,weight gain,D015430,Disease,1
"univariate analysis showed that the risk factors associated with  @DISEASE$  after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough  @CHEMICAL$  level.",tac,D016559,Chemical,seizures,D012640,Disease,1
flumazenil induces  @DISEASE$  and death in mixed cocaine-diazepam intoxications.,diazepam,D003975,Chemical,seizures,D012640,Disease,1
"objectives: the present study investigates the effects of nicotine on  @DISEASE$  induced by  @CHEMICAL$  and another anxiogenic drug, pentylenetetrazole, in mice.",caffeine,D002110,Chemical,anxiety,D001008,Disease,1
hyperglycemic effect of  @CHEMICAL$  compounds structurally related to caproate in rats.,amino,D015119,Chemical,hyperglycemic,D006943,Disease,1
"after admission, the patient received a continuous intravenous infusion of  @CHEMICAL$  (1000 mg/day), during which precordial pain with  @DISEASE$  occurred concomitantly with a high serum fbal concentration of 1955 ng/ml.",5-fu,D005472,Chemical,right bundle branch block,D002037,Disease,1
simvastatin plasma concentration increased 30 times in this patient and statin induced  @DISEASE$  is related to the concentration of the statin in blood.,simvastatin,D019821,Chemical,muscle toxicity,D009135,Disease,1
"3-3% of diet weight) of certain  @CHEMICAL$  derivatives of caproate resulted in  @DISEASE$,, an elevated glucose tolerance curve and, occasionally, glucosuria.",amino,D015119,Chemical,hyperglycemia,D006943,Disease,1
"conclusions: in humans, the intracoronary infusion of  @CHEMICAL$  sufficient in amount to achieve a high drug concentration in coronary sinus blood causes a  @DISEASE$..",cocaine,D003042,Chemical,deterioration of lv systolic and diastolic performance,D018487,Disease,1
"in this study, we have utilized a rat model of progressive (@CHEMICAL$)orubicin ((@CHEMICAL$))-induced  @DISEASE$,, applying multiple approaches, including cardiac magnetic resonance imaging (mri), to provide the most comprehensive characterization to date of the timecourse of serological, pathological, and functional events underlying this toxicity.",dox,D004317,Chemical,cardiomyopathy,D009202,Disease,1
"two well-documented cases of bilateral  @DISEASE$  with blindness following head and neck soft-tissue injection with  @CHEMICAL$  in combination with lidocaine, epinephrine, or penicillin are reported.",methylprednisolone acetate,C000873,Chemical,retinal artery and choriocapillaris occlusions,D015356,Disease,1
hit must be acknowledged for its intense predilection for thrombosis and suspected whenever thrombosis occurs after  @CHEMICAL$  exposure.,heparin,D006493,Chemical,hit,D013921,Disease,1
these results suggest that activation of cb1 receptors offers neuroprotection against dopaminergic lesion and the development of  @CHEMICAL$--induced  @DISEASE$..,l-dopa,D007980,Chemical,dyskinesias,D004409,Disease,1
5%) developed  @DISEASE$  during the 4 days of the  @CHEMICAL$  course or within 24 h after the last dosing.,busulfan,D002066,Chemical,seizures,D012640,Disease,1
" @CHEMICAL$- induced the transcriptional factor chop, a marker for chronic er stress, in the anterior segment tissues, and chop deletion reduced er stress in these tissues and prevented  @CHEMICAL$--induced  @DISEASE$..",dexamethasone,D003907,Chemical,ocular hypertension,D009798,Disease,1
the adverse events during combined therapy with  @CHEMICAL$  and nifedipine included an increase in blood urea nitrogen levels in 9 of the 13 patients and development of  @DISEASE$  in 2 of the 13 patients.,cyclosporin a,D016572,Chemical,gingival hyperplasia,D005885,Disease,1
"results: of 29 patients who received lidocaine in the setting of  @CHEMICAL$--associated  @DISEASE$,, no patient died; exhibited bradydysrhyth @DISEASE$,as, ventricular tachycardia, or ventricular fibrillation; or experienced seizures after ad @DISEASE$,nistration of lidocaine (95% confidence interval, 0% to 11%).",cocaine,D003042,Chemical,mi,D009203,Disease,1
"we characterize the clinical, neurophysiological, and neuroimaging findings in a 72-year-old man who developed  @DISEASE$  and paresthesias after 11 weeks of exposure to a supratherapeutic dose of  @CHEMICAL$..",ethambutol,D004977,Chemical,visual loss,D014786,Disease,1
"although with current ulcer therapy (h-2 blockers, omeprazole, and sucralfate), the frequency of milk-alkali syndrome has decreased significantly, the classic triad of  @DISEASE$,, alkalosis, and renal impairment remains the hallmark of the syndrome.",alkali,D000468,Chemical,hypercalcemia,D006934,Disease,1
"conclusions: although  @CHEMICAL$--associated myocardial ischemia can result from coronary vasoconstriction, patients with  @CHEMICAL$- associated  @DISEASE$,, a non-ischemic ecg, and a timi risk score <2 may be safely discharged from the ed after a negative coronary cta with a low risk of 30-day adverse events.",cocaine,D003042,Chemical,chest pain,D002637,Disease,1
"we have described a patient with severe rheumatoid arthritis and a history of mefenamic acid nephropathy in whom hyperkalemia and inappropriate  @DISEASE$  were caused by both indomethacin and  @CHEMICAL$,, without major decline in renal function.",naproxen,D009288,Chemical,hypoaldosteronism,D006994,Disease,1
"apparent risk factors for the development of mania or hypomania during  @CHEMICAL$  pharmacotherapy in this population were the combination of attention-deficit hyperactivity disorder and affective instability; major depression with psychotic features; a family history of affective disorder, especially  @DISEASE$.; and a diagnosis of  @DISEASE$..",fluoxetine,D005473,Chemical,bipolar disorder,D001714,Disease,1
"adverse effects included a mildly dry mouth and a sore throat in 2 patients (2% glycopyrrolate), a light  @DISEASE$  in 1 patient (1.",glycopyrrolate,D006024,Chemical,headache,D006261,Disease,1
"cardiac symptoms, including  @DISEASE$,, developed in three patients with advanced colorectal carcinoma while being treated with cisplatin (cddp) and 5-fluorouracil ((@CHEMICAL$)).",5-fu,D005472,Chemical,hypotension,D007022,Disease,1
previous studies indicate that  @CHEMICAL$  users have marked and persistent neurocognitive and  @DISEASE$..,ecstasy,D018817,Chemical,sleep-related impairments,D012893,Disease,1
"we describe a case of a patient with staphylococcal ie who developed  @DISEASE$  secondary to a segmental necrotising glomerulonephritis while being treated with  @CHEMICAL$,, and review the literature regarding this complication of  @CHEMICAL$, therapy.",rifampicin,D012293,Chemical,acute renal failure,D058186,Disease,1
it is considered unlikely that  @CHEMICAL$  will prove to be the hypnotic of choice for a totally intravenous anesthetic technique in adults because of the high incidence of  @DISEASE$  after prolonged administration.,etomidate,D005045,Chemical,myoclonia,D009207,Disease,1
"a case of  @DISEASE$,, due to occlusion of renal vessels in a patient with acute promyelocytic leukemia (apl) treated with all-trans-retinoic acid ((@CHEMICAL$)) and tranexamic acid has been described recently.",atra,D014212,Chemical,acute renal failure,D058186,Disease,1
"it was associated with co-morbid affective disorder,  @DISEASE$,, and heavy  @CHEMICAL$  use.",methamphetamine,D008694,Chemical,antisocial personality,D000987,Disease,1
only phenytoin sodium displayed in vitro antiarrhythmic activity against  @CHEMICAL$--induced arrhythmias in guinea pig right atria.,strophanthidin,D013327,Chemical,arrhythmia,D001145,Disease,1
"in the motor activity test measured with an animex-activity meter neither of the k(+)-channel blockers affected  @CHEMICAL$--induced hypoactivity, but both k(+)-channel blockers prevented  @CHEMICAL$--induced secondary  @DISEASE$..",morphine,D009020,Chemical,hyperactivity,D006948,Disease,1
a case of branch  @DISEASE$  associated with  @CHEMICAL$--induced secondary hypertension is described.,fluoxetine,D005473,Chemical,retinal vein occlusion,D012170,Disease,1
background: studies on the association between the long-term use of  @CHEMICAL$  and other analgesic and nonsteroidal anti-inflammatory drugs (nsaids) and  @DISEASE$  (esrd) have given conflicting results.,aspirin,D001241,Chemical,end-stage renal disease,D007676,Disease,1
multivariate analysis showed that trough  @CHEMICAL$  level was the only independent risk factor associated with the  @DISEASE$..,tac,D016559,Chemical,seizures,D012640,Disease,1
vasodilation of large and small coronary vessels and hypotension induced by  @CHEMICAL$  and pinacidil were not affected by prior combined beta adrenergic and muscarinic receptors blockade but drug-induced  @DISEASE$  was abolished.,cromakalim,D019806,Chemical,tachycardia,D013610,Disease,1
vasovagal syncope and severe  @DISEASE$  following intranasal  @CHEMICAL$  for pediatric procedural sedation.,dexmedetomidine,D020927,Chemical,bradycardia,D001919,Disease,1
results: a total of 76 cases of  @DISEASE$  and/or siadh associated with  @CHEMICAL$  use were identified.,vincristine,D014750,Chemical,hyponatremia,D007010,Disease,1
codeine  @DISEASE$  was increased by  @CHEMICAL$  and decreased by naphazoline and xylometazoline.,clonidine,D003000,Chemical,catalepsy,D002375,Disease,1
purpose: to determine the natural history of visual field defects in a group of patients known to have  @CHEMICAL$--associated changes who elected to continue the medication because of good seizure control.,vigabatrin,D020888,Chemical,visual field defect,D014786,Disease,1
"in this study, we have utilized a rat model of progressive  @CHEMICAL$  (dox)-induced  @DISEASE$,, applying multiple approaches, including cardiac magnetic resonance imaging (mri), to provide the most comprehensive characterization to date of the timecourse of serological, pathological, and functional events underlying this toxicity.",doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
"caffeine produced significantly greater increases in subject-rated anxiety, nervousness, fear, nausea, palpitations, restlessness, and  @DISEASE$  in the patients compared with healthy subjects.",caffeine,D002110,Chemical,tremors,D014202,Disease,1
"important untoward effects of  @CHEMICAL$- therapy including  @CHEMICAL$--induced thrombocytopenia,  @CHEMICAL$--associated osteoporosis, eosinophilia, skin reactions,  @DISEASE$  other than thrombocytopenia and alopecia will be discussed in this article.",heparin,D006493,Chemical,allergic reactions,D004342,Disease,1
"we have described a patient with severe rheumatoid arthritis and a history of  @CHEMICAL$   @DISEASE$  in whom hyperkalemia and inappropriate hypoaldosteronism were caused by both indomethacin and naproxen, without major decline in renal function.",mefenamic acid,D008528,Chemical,nephropathy,D007674,Disease,1
aim: to study the effects of testosterone on streptozotocin ((@CHEMICAL$))-induced  @DISEASE$  in male rats.,stz,D013311,Chemical,memory impairment,D008569,Disease,1
"to quantify this population, the total number of ectopic hilar granule cells was estimated using unbiased stereology at different times after  @CHEMICAL$--induced  @DISEASE$..",pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,1
patients with  @DISEASE$  resulting from medical diseases and bipolar patients with  @CHEMICAL$--associated  @DISEASE$  had significantly higher frequencies of conduction defects.,lithium,D008094,Chemical,hypercalcemia,D006934,Disease,1
"alternating sinus rhythm and intermittent sinoatrial (s-a) block was observed in a 57-year-old woman, under treatment for angina with 80 mg  @CHEMICAL$  daily.",propranolol,D011433,Chemical,sinoatrial (s-a) block,D012848,Disease,1
methods: newborn piglets received  @CHEMICAL$  until  @DISEASE$  occurred.,levobupivacaine,C476513,Chemical,cardiovascular collapse,D002318,Disease,1
the use of  @CHEMICAL$  was significantly associated with an eight-fold-higher risk for  @DISEASE$  compared to propofol (57.,thiopentone,D013874,Chemical,delirium,D003693,Disease,1
"administration of flutamide, letrozole or  @CHEMICAL$  significantly  @DISEASE$  in intact rats, and significantly attenuated the testosterone replacement in improving stz- and castration-induced memory impairment.",tamoxifen,D013629,Chemical,impaired the memory,D008569,Disease,1
"conclusion: among non-users of aspirin,  @CHEMICAL$  seemed to carry the highest risk for ami/gi bleeding.",naproxen,D009288,Chemical,ami,D009203,Disease,1
chloroacetaldehyde as a sulfhydryl reagent: the role of critical thiol groups in  @CHEMICAL$   @DISEASE$..,ifosfamide,D007069,Chemical,nephropathy,D007674,Disease,1
"this stu @CHEMICAL$,y prospectively evaluate @CHEMICAL$, the clinical efficacy, the inci @CHEMICAL$,ence of torsa @CHEMICAL$,es  @CHEMICAL$,e pointes, an @CHEMICAL$, the presumable risk factors for torsa @CHEMICAL$,es  @CHEMICAL$,e pointes in patients treate @CHEMICAL$, with  @CHEMICAL$,,l-sotalol for sustaine @CHEMICAL$, ventricular tachyarrhythmias.",d,D013015,Chemical,torsades de pointes,D016171,Disease,1
